Id,Signatory,Language,Order,Assessment_Id,Attachment_Title,Explore_Link_Text,DirectLink,Year_Of_Publication_Label,Year_Of_Publication,Further_Details_Label,Please_Explain,Attachment,Hyperlink,IsLocalFile,Factors
31163,Istanbul Metropolitan Municipality,en,2,2,CRA,Explore Istanbul Metropolitan Municipality's Climate Risk and Vulnerability Assessment,https://cevre.ibb.istanbul/wp-content/uploads/2022/05/Risk_Firsat_ve_Kirilganlik_Analiz_Raporu.pdf,Year of publication,2018,Further details,"Climate risk and vulnerability assessment has been made in the Istanbul Climate Change Action Plan (CAP) and the Sustainable Energy and Climate Action Plan (SECAP). In addition, the relevant units of Istanbul Metropolitan Municipality have performed some studies on climate risk and vulnerability assessment in the \'Health, Water and Transportation\' sectors. Climate change refers to the increase in the natural variability of the climate as well as the general warming of both the ocean and the atmosphere. Climate change will affect all parts of the world in one way or another. Istanbul will not be exempt from these effects. The fact that meteorological weather events go beyond long-term historical trends also brings risks for Istanbul. The increase in the frequency of extreme weather conditions, the change in water access and water quality, the rise of sea levels, the increase in extremely hot days and dry periods, the loads on urban infrastructures due to sudden and heavy rains, and the changes in the performance of urban systems give important messages to municipalities and other actors.The direct and indirect effects that may arise from possible climatic disasters in Istanbul will not only affect the infrastructure and economic activities of the city, but may also cause consequences that may affect the economy of the Marmara region and the country. In this respect, it is important to determine the risks and opportunities related to climate change in a healthy way and to take the necessary precautions. Increasing resilience in critical infrastructures in Istanbul is a priority.The explanations regarding the climate risks included in the risk and vulnerability report of Istanbul are given below:-Rising temperatures: Analyzes for Istanbul demonstrate that temperature increases will be higher in summer than in winter. This means that the average temperature rise in many major cities can be over 4°C. In other words, pretty hot summer months await Istanbul due to this seasonal difference, the average temperature increase and the urban heat island effect. Since these increases may not be homogeneously distributed in the city, it is possible that the temperature increase in some regions is quite high and if it continues for a long time, it can cause serious effects.-Drought: Since Istanbul has a population of 16 million, the need for water is quite high. This situation may lead to a faster decrease in fresh water resources, problems in water supply in cities, epidemics due to polluted waters due to overflows and floods, decreases in agricultural production; thus food security problems, price increases and other consequences.-Sea Level Rise: Sea level rise is emerging as one of the main impacts on urban climate change risk, given the increasing density of urban populations in coastal areas. Climate scenarios show that seas may rise by an average of 1 meter by the end of the century. As a coastal city, Istanbul is faced with this climate risk.-Floods: Since Istanbul is located by the sea, it has a chance to build structures that will transfer the precipitation directly to the sea and significantly reduce these risks. By strengthening the capacity of stormwater drainage systems and taking additional measures against floods, this threat can be significantly contained.-Food Security: When it comes to food supply, there are two basic dimensions. The first dimension is how the urban agricultural production will be affected, and the other dimension is the price, supply and transportation pressures for the food brought from outside. For cities like Istanbul with fishing activities, it will end up decreasing in food diversity as well as economic loss. At the same time, it should be taken into account that it may disrupt road and seaway activities carrying food to Istanbul, and the costs of spoilage and storage may increase due to extreme heat. Long-term interruptions that may occur in ports and highways may pose serious risks for Istanbul, wh",Risk_Firsat_ve_Kirilganlik_Analiz_Raporu.pdf,https://cevre.ibb.istanbul/wp-content/uploads/2022/05/Risk_Firsat_ve_Kirilganlik_Analiz_Raporu.pdf,0,"Assessment considers water security,Assessment considers nature,Assessment includes a high-emissions scenario (i.e., RCP 8.5),A process has been established for prioritizing identified hazards,Assessment considers transition risks,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
31163,Istanbul Metropolitan Municipality,en,3,3,CRA,Explore Istanbul Metropolitan Municipality's Climate Risk and Vulnerability Assessment,https://cevre.ibb.istanbul/wp-content/uploads/2022/06/istanbul_climate_change_action_plan_v03.pdf,Year of publication,2021,Further details,"Within the scope of the Istanbul Climate Change Action Plan, our relevant units carry out the following studies on risk and sensitivity assessment:HEALTH SECTOR:Within the scope of \'Combating Vectors Services\' performing in “Health and Hygiene Branch Directorate” of IMM; Due to the creation of moist and wet areas in unpredictable areas as a result of heavy rains and/or the withdrawal of groundwater related to climate change, the formation of mosquito larvae and difficulties in combating vectors may arise. In addition, high temperatures can lead to serious health problems, especially for vulnerable groups such as the elderly, children and people with chronic health conditions. In extreme weather events and/or disasters, there is a risk of loss of life, injury, and spread of infectious diseases (especially sourced by the affection of habitat and spread areas of vectors (eg mosquitoes, ticks)).WATER SECTOR:Climate risk and vulnerability has also been evaluated in the İSKİ (İstanbul Water and Sewerage Administration) Master Plan. “Climate Change and Drought Effects Report” has been prepared within the scope of İSKİ Master Plan. The aim of the report is to determine the drought status of the existing and potential water resources of Istanbul and to reveal the possible impact of climate change on water resources. The current situations and possible future changes of meteorological and hydrological parameters that may cause these effects have been examined within the scope of the report. Nevertheless, the droughts experienced until today has been evaluated, and the strongest drought indices, which can best describe these droughts and enable the accurate, reliable and easy calculation of drought severity, has been determined with the help of drought indices accepted in the national and international literature. Through this determined drought index, the current and future drought risk has been determined as point and regional. Droughts under different recurrence times and the possible effects of these droughts on water resources have been examined, and the effects that may arise in case of a similar dry period in the future have been interpreted. In order to serve this purpose, the current and potential water resources of Istanbul have been modeled by using precipitation-flow modeling, and with the help of these models, the possible effects of climate change on water resources have been revealed through climate models and scenarios.Besides, within the scope of the report, the vulnerability analysis of drinking water, industry, agriculture and health sectors has been revealed. With the study, it was determined in which districts in Istanbul, under different sectors, the adaptation capacity should be increased primarily. The report also covers how studies can be carried out to increase the adaptation capacity and adaptation activities. Additively, a series of actions and measures have been put forward within the scope of the report to reduce the risk of drought and to mitigate the effects of possible severe droughts and water scarcity. In addition to these actions, the report incorporates a model management framework and an emergency action plan. Studies conducted within the scope of the report includes drought severity and risk analyzes for Istanbul's current and potential water resources, trend analyses, heat island and sea level rise assessments, possible effects of climate change in terms of drought, the effect of climate change on water potential, sectoral vulnerability analysis, determination of drought management strategies, and determination of measures to be taken before, during and after drought for drought and water scarcity.The report also includes the evaluation of studies on climate change and drought in Türkiye and Istanbul. From this point of view, the report presents an inventory to İSKİ and includes suggestions about how studies are available on climate change and how these studies can be used within İSKİ. This repor",istanbul_climate_change_action_plan_v03.pdf,https://cevre.ibb.istanbul/wp-content/uploads/2022/06/istanbul_climate_change_action_plan_v03.pdf,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers water security,Assessment considers transition risks,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,Assessment includes consultation with partners"
31163,Istanbul Metropolitan Municipality,en,4,4,CRA,Explore Istanbul Metropolitan Municipality's Climate Risk and Vulnerability Assessment,https://cevre.ibb.istanbul/wp-content/uploads/2024/04/ENG-SECAP-v04.pdf,Year of publication,2023,Further details,"As a part of SECAP; works undertaken\nfor risk and vulnerability assessment\nand determination of adaptation\nactions, a series of adaptation actions\nwere prioritized for the identified\nvulnerabilities of the city of İstanbul.",Istanbul SECAP.pdf,https://cevre.ibb.istanbul/wp-content/uploads/2024/04/ENG-SECAP-v04.pdf,0,"Assessment considers water security,Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,Assessment includes consultation with partners"
74723,Lesser Poland Voivodeship,en,1,1,CRA,Explore Lesser Poland Voivodeship's Climate Risk and Vulnerability Assessment,NULL,Year of publication,NULL,Further details,NULL,Analiza%2520ryzyka%2520klimatycznego%2520dla%2520wojew%25C3%25B3dztwa%2520ma%25C5%2582opolskiego_02.09.2024.pdf,Analiza%2520ryzyka%2520klimatycznego%2520dla%2520wojew%25C3%25B3dztwa%2520ma%25C5%2582opolskiego_02.09.2024.pdf,1,NULL
60125,Klaipėda City Municipality,en,1,1,CRA,Explore Klaipėda City Municipality's Climate Risk and Vulnerability Assessment,Final Report: Climate Change Adaptation Plan for Klaipėda City Municipality. https://www.klaipeda.lt/data/public/uploads/2023/12/ataskaita-prisitaikymo-prie-klimato-kaitos-plano-klaipedos-miesto-savivaldybei-parengimas.pdf,Year of publication,2023,Further details,"The Climate Change Adaptation Plan of Klaipėda City Municipality summarises the climate data of the municipality that is most vulnerable to climate change, the trends of the past and current years, as well as extreme events caused by the effects of climate change, and future climate projections for 2050 and 2100, with a greater focus on the climate readings and vulnerable areas that are relevant to Klaipėda City Municipality. The analysis of this data leads to proposals for measures to make Klaipėda City Municipality more resilient to climate change. The analysis is based on recommendations and data from the Intergovernmental Panel on Climate Change (IPCC), the World Meteorological Organisation and other organisations working on climate change projections. The structure and methodology of the Climate Change Adaptation Plan follows the guidance provided in ISO/TS 14092:2020 \'Adaptation to Climate Change\', which sets out requirements and guidelines for local authorities and communities for climate change adaptation planning.",ataskaita-prisitaikymo-prie-klimato-kaitos-plano-klaipedos-miesto-savivaldybei-parengimas.pdf,Final Report: Climate Change Adaptation Plan for Klaipėda City Municipality. https://www.klaipeda.lt/data/public/uploads/2023/12/ataskaita-prisitaikymo-prie-klimato-kaitos-plano-klaipedos-miesto-savivaldybei-parengimas.pdf,0,"Assessment considers water security,Assessment considers nature,Assessment considers transition risks,Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework"
60125,Klaipėda City Municipality,en,2,2,CRA,Explore Klaipėda City Municipality's Climate Risk and Vulnerability Assessment,THE CITY OF KLAIPEDA ADAPTATION OF THE MUNICIPALITY TO CLIMATE CHANGE ADAPTATION PLAN. https://www.klaipeda.lt/data/public/uploads/2023/12/klaipedos-miesto-savivaldybes-prisitaikymo-prie-klimato-kaitos-planas.pdf,Year of publication,2024,Further details,"The plan outlines specific measures reflecting the following strategic objectives:\n\nStrategic objective: Increase the resilience of the Klaipėda City public health sector.\n\nStrategic objective: Increase the resilience of biodiversity, ecosystem services, and the forestry sector by implementing measures that enhance interaction with nature conservation.\n\nStrategic objective: Create more favorable conditions for sustainable water resource and coastal zone management, considering the impacts of a changing climate.\n\nStrategic objective: Increase the resilience of the energy sector, independent of demand, and mitigate the negative impacts of energy supply disruptions.\n\nStrategic objective: Increase infrastructure resilience and protect cultural heritage from the negative impacts of climate change.\n\nStrategic objective: Reduce the risk of extreme events caused by climate change and extreme weather conditions.",klimato-kaitos-planas.pdf,THE CITY OF KLAIPEDA ADAPTATION OF THE MUNICIPALITY TO CLIMATE CHANGE ADAPTATION PLAN. https://www.klaipeda.lt/data/public/uploads/2023/12/klaipedos-miesto-savivaldybes-prisitaikymo-prie-klimato-kaitos-planas.pdf,0,"Assessment considers water security,Assessment considers nature,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems,Assessment includes consultation with partners"
62171,Metropolitan Municipality of Rouen,en,1,1,CRA,Explore Metropolitan Municipality of Rouen's Climate Risk and Vulnerability Assessment,Pas de lien,Year of publication,2024,Further details,Le diagnostic de vulnérabilité s'est appuyé sur toutes les synthèses thématiques produites par le GIEC de la Métropole Rouen Normandie et l'outil TACCT de l'ADEME pour prioriser les risques et impacts évalués. Ce documnent est une actualisation et un diagnostic plus complet que celui produit en 2022.,Diagnostic-vulnÃ©rabilitÃ©s-PACC-MRN.pdf,Pas de lien,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers water security,Assessment considers nature,A process has been established for prioritizing identified hazards,Assessment considers transition risks,Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
50664,Municipality of Almada,en,1,1,CRA,Explore Municipality of Almada's Climate Risk and Vulnerability Assessment,https://documentacao.aml.pt/wp-content/uploads/2023/12/PMAAC_AML_P073_ALM_PLANOMUNICIPAL_RISCOS_REV_JAN2020_compressed.pdf,Year of publication,NULL,Further details,NULL,PMAAC_AML_P073_ALM_PLANOMUNICIPAL_RISCOS_REV_JAN2020_compressed.pdf,https://documentacao.aml.pt/wp-content/uploads/2023/12/PMAAC_AML_P073_ALM_PLANOMUNICIPAL_RISCOS_REV_JAN2020_compressed.pdf,0,NULL
831674,Municipality of Amarante,en,1,1,CRA,Explore Municipality of Amarante's Climate Risk and Vulnerability Assessment,plano de ação climática - https://www.cm-amarante.pt/wp-content/uploads/2024/08/PMAC_Amarante_compressed.pdf,Year of publication,2024,Further details,P Plano de ação climática encontra-se em consulta pública até 21 de setembro de 2024.\nPretende-se aprova-lo em reunião de assembleia municipal em setembro de 2024.,PMAC_Amarante_compressed.pdf,plano de ação climática - https://www.cm-amarante.pt/wp-content/uploads/2024/08/PMAC_Amarante_compressed.pdf,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers water security,Assessment considers nature,A process has been established for prioritizing identified hazards,Assessment considers transition risks,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
831674,Municipality of Amarante,en,2,2,CRA,Explore Municipality of Amarante's Climate Risk and Vulnerability Assessment,http://www.cimtamegaesousa.pt/#/documentacao,Year of publication,2019,Further details,Possuímos uma estratégia municipal de adaptação Às alterações climáticas e um plano intermunicipal de adaptação às alterações climáticas. Em elaboração está o plano de ação climática,plano-intermunicipal-de-adaptacao-as-alteracoes-climaticas-no-tamega-e-sousa.pdf,http://www.cimtamegaesousa.pt/#/documentacao,0,A process has been established for prioritizing identified hazards
831674,Municipality of Amarante,en,3,3,CRA,Explore Municipality of Amarante's Climate Risk and Vulnerability Assessment,https://www.cm-amarante.pt/pt/estrategia-municipal-para-as-adaptacoes-as-alteracoes-climaticas\nhttps://apambiente.pt/sites/default/files/_Clima/lista_16_05_2023.pdf,Year of publication,2016,Further details,Possuímos uma estratégia municipal de adaptação Às alterações climáticas e um plano intermunicipal de adaptação às alterações climáticas. Em elaboração está o plano de ação climática,00_EMAAC_Amarante_30Set2016.pdf,https://www.cm-amarante.pt/pt/estrategia-municipal-para-as-adaptacoes-as-alteracoes-climaticas\nhttps://apambiente.pt/sites/default/files/_Clima/lista_16_05_2023.pdf,0,A process has been established for prioritizing identified hazards
55334,Municipality of Braga,en,1,1,CRA,Explore Municipality of Braga's Climate Risk and Vulnerability Assessment,https://bragaverde.pt/wp-content/uploads/2024/05/pmac-braga_summaryen.pdf,Year of publication,2023,Further details,"O Plano de Ação Climática de Braga inclui uma análise abrangente de riscos e vulnerabilidades climáticas, abordando diversos fenômenos que podem impactar a cidade e suas comunidades. Abaixo estão os detalhes sobre os principais riscos identificados:\nBraga enfrenta um risco significativo de inundações, especialmente em áreas urbanas densamente povoadas e próximas a cursos d'água. As chuvas intensas, agravadas pelas alterações climáticas, podem sobrecarregar os sistemas de drenagem. O Plano de Ação Climática propõe a implementação de sistemas de drenagem sustentável e a recuperação de áreas de infiltração, como zonas húmidas e espaços verdes, para mitigar os impactos das inundações e proteger a infraestrutura urbana.\nOs movimentos de inclinação, como deslizamentos de terra, são um risco importante nas áreas com relevo acidentado de Braga. O aumento das chuvas intensas e a degradação da vegetação podem agravar essa vulnerabilidade. A análise do Plano inclui a monitorização de áreas de risco e a realização de intervenções de estabilização, como a replantação de vegetação nativa e a construção de muros de contenção, para proteger comunidades e infraestruturas.\nCom as alterações climáticas, as ondas de calor estão se tornando mais frequentes e intensas, impactando a saúde pública e o bem-estar dos cidadãos. O Plano de Ação Climática propõe a criação de espaços verdes urbanos e a implementação de estratégias de sombras em áreas públicas para reduzir as temperaturas locais. Além disso, campanhas de conscientização serão realizadas para informar a população sobre os riscos das ondas de calor e medidas de proteção.\nBraga pode ser afetada por fenómenos extremos, como ventos fortes e tempestades, que podem causar danos significativos à infraestrutura e à segurança pública. O Plano inclui a fortalecimento de infraestruturas críticas e a realização de estudos de impacto para identificar áreas vulneráveis. Além disso, será estabelecido um sistema de alerta precoce para informar a população sobre a aproximação de eventos climáticos severos.\nA ocorrência de secas prolongadas é um risco crescente que pode afetar o abastecimento de água, a agricultura e a biodiversidade local. O Plano de Ação Climática de Braga promove a gestão eficiente dos recursos hídricos, com medidas para a captação e armazenamento de água da chuva e a promoção de práticas agrícolas sustentáveis que aumentem a resiliência das culturas às variações climáticas.\nOs incêndios florestais representam uma ameaça significativa, especialmente em áreas rurais e florestais de Braga. O aumento das temperaturas e a seca intensificam este risco. O Plano de Ação Climática prevê a implementação de zonas de contenção e programas de gestão de combustíveis florestais, além de campanhas de sensibilização para a comunidade sobre a prevenção de incêndios e a importância da preservação das áreas florestais.\nConclusão\nA análise de riscos e vulnerabilidades climáticas no Plano de Ação Climática de Braga é fundamental para a criação de estratégias que garantam a segurança e a resiliência da cidade. A identificação proativa desses riscos permite ao Município implementar medidas adequadas que não apenas mitigam os impactos das alterações climáticas, mas também protegem a qualidade de vida dos cidadãos e promovem um desenvolvimento sustentável.\n","pmac-braga_summaryen.pdf,pmac-braga_volume-ien-2.pdf,pmac-braga_volume-iien.pdf",https://bragaverde.pt/wp-content/uploads/2024/05/pmac-braga_summaryen.pdf,0,"Assessment considers water security,Assessment considers nature,Assessment includes a high-emissions scenario (i.e., RCP 8.5),A process has been established for prioritizing identified hazards,Assessment considers transition risks,Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
