Id,Language,Signatory,Climate_Action_Plan_Id,Type,Description,Approval_Year,End_Year,Name_Of_Plan_And_Hyperlink,Attachment,Order,Sectors_Introduction,Year_Of_Approval_Label,End_Year_Of_Plan_Label,Further_Information_Link_Text,Explore_Plan_Link_Text
31179,en,Municipality of Rotterdam,3,Standalone adaptation plan,The plan comprises adaptation. High scenario's have been used from National Metereological Institute. Link: https://cdn.knmi.nl/system/data_center_publications/files/000/070/616/original/Brochure_KNMI14_NL.pdf?1640271317,2022,2030,https://rotterdamsweerwoord.nl/professionals/; https://rotterdamsweerwoord.nl/content/uploads/2023/03/Programmakader-Rotterdams-Weerwoord-2030-EN.pdf,thessaloniki_nzc_ccc_ok.pdf,3,The Municipality of Rotterdam possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Rotterdam's Standalone adaptation plan,Explore Municipality of Rotterdam's Climate Action Plan
826396,en,Municipality of Sintra,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)","Its mitigation plan is was updated, considering climate-related scenarios (scenarios aligned with 1.5°C and 2°C), in line with national and European strategic guidelines, to reduce CO2 emissions by at least 55% by 2030.",2024,2030,Sintra SECAP 2023,PMAC_Torres_Vedras_vf_fev2024_compressed.pdf,1,"The Municipality of Sintra possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Municipality of Sintra's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Municipality of Sintra's Climate Action Plan
19233,en,Municipality of Torres Vedras,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)","A avaliação dos impactes climáticos futuros tem como objetivo identificar que efeitos se perspetiva que as alterações climáticas\npoderão ter no território concelhio, tendo em consideração as suas características e riscos específicos, assim como as atividades\nsocioeconómicas que aí se desenvolvem.\nEsta avaliação foi estruturada segundo os sectores da Estratégia Nacional Adaptação Alterações Climáticas 2020, e tem como ponto de partida o exercício semelhante\ndesenvolvido no âmbito do OestePIAAC - Plano Intermunicipal de Adaptação às Alterações Climáticas do Oeste, onde foram\nidentificados de forma sistemática os principais impactes esperados, nomeadamente os impactes negativos e positivos, diretos\ne indiretos.\nRecuperando esse exercício de escala intermunicipal, procedeu-se a sistematização dos principais impactes, negativos e\npositivos, diretos e indiretos, que poderão ocorrer no concelho até ao final do presente século, como resultado das alterações\nclimáticas projetadas.",2024,2050,https://www.cm-tvedras.pt/assets/upload/paginas/2024/03/05/pmactorresvedrasvffev2024/pmactorresvedrasvffev2024.pdf,PAESC-Torres-Vedras-2050_.pdf,1,"The Municipality of Torres Vedras possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Municipality of Torres Vedras's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Municipality of Torres Vedras's Climate Action Plan
826427,en,Municipality of Valongo,1,Integrated climate plan (addressing mitigation and adaptation),"Evidências recentes apontam para que, no período entre 1880-2012, o aumento da temperatura média global à superfície tenha sido de cerca de 0,85 [0,65 a 1,06] °C. Relativamente ao clima futuro espera-se que a emissão continuada de GEE provoque um aumento adicional da temperatura média global e variadas alterações no sistema climático, que apenas uma substancial e sustentada redução de emissões poderia limitar. Cenários recentes projetam um aumento entre 0,3°C a 0,7°C para o período 2016-2035 e de 0,3°C a 4,8°C para o período 2081-2100, relativamente a 1986-2005. Assim e comparativamente a 1850-1900, é provável que a temperatura média global à superfície supere os 1,5°C ou atémesmo os 2°C, até ao fim do século XXI (2081-2100).Estas alterações tornaram-se, assim, numa preocupação à escala global e, naturalmente nacional. A resposta política e institucional nesta matéria foi atualizada e desenvolvida, encontrando-se espelhada nas propostas relativas ao Quadro Estratégico para a Política Climática (QEPiC) que inclui, nas vertentes de mitigação e adaptação em alterações climáticas, os principais instrumentos de política nacional, dos quais se destacam o Programa Nacional para as Alterações Climáticas 2020/2030 (PNAC 2020/2030) e a Estratégia Nacional de Adaptação às Alterações Climáticas (ENAAC 2020). O plano de ação climática foi fundamentado pelos cenários acima referidos.",2021,2030,Plano Municipal de Adaptação às Alterações Climáticas de Valongo. site: https://ambiente.cm-valongo.pt/clima-e-energia/plano-municipal-de-adaptacao-as-alteracoes-climaticas-de-valongo,pmaac_valongo_com_foto.pdf,1,The Municipality of Valongo possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Valongo's Integrated climate plan (addressing mitigation and adaptation),Explore Municipality of Valongo's Climate Action Plan
826427,en,Municipality of Valongo,2,Integrated climate plan (addressing mitigation and adaptation),"Prosseguindo no trajeto de adaptação e mitigação das Alterações Climáticas e dando cumprimento ao estabelecido na Lei de Bases do Clima, o Município de Valongo apresenta o Plano Municipal de Ação Climática (PMAC) de Valongo, com o horizonte de implementação de 2030 e centrado nos seguintes objetivos específicos: \n- Definir respostas imediatas e de natureza muito prática, aos desafios sociais e aos novos problemas que esta temática das alterações climáticas acarreta; \n- Implementar ações de carácter mais estrutural que contribuam para reduzir a vulnerabilidade do território ao impacto das alterações climáticas.",2024,2030,Plano Municipal de Ação Climática\n\nhttps://ambiente.cm-valongo.pt/clima-e-energia/plano-municipal-de-acao-climatica-de-valongo,CM VALONGO_Plano Municipal de Ação Climática_v2024.04.16.pdf,2,The Municipality of Valongo possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Valongo's Integrated climate plan (addressing mitigation and adaptation),Explore Municipality of Valongo's Climate Action Plan
46470,en,Municipality of Vitoria-Gasteiz,1,Integrated climate plan (addressing mitigation and adaptation),"La estrategia de acción climática de VG se ha conformado con el escenario climático más desfavorable de emisiones de gases de efecto invernadero (RCP 8.5), tomando como fuente de información los escenarios de cambio climático de alta resolución para el País Vasco (Ihobe, 2019b). Los horizontes temporales analizados son los siguientes: 1971-2000 (periodo histórico), 2011-2040 (periodo futuro cercano), 2041-2070 (periodo futuro medio) y 2071-2100 (periodo futuro lejano).",2022,2030,Plan de Clima y Energía Sostenible de Vitoria-Gasteiz (PACES 2030) https://www.vitoria-gasteiz.org/wb021/was/contenidoAction.do?idioma=es&uid=u_39f815d1_127fa8ec204__7fb5,"PACES_AnexoI.pdf,PACES_AnexoII.pdf,PACES_AnexoIII.pdf,PACES_Memoria.pdf",1,The Municipality of Vitoria-Gasteiz possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Vitoria-Gasteiz's Integrated climate plan (addressing mitigation and adaptation),Explore Municipality of Vitoria-Gasteiz's Climate Action Plan
50678,en,Municipality of Évora,1,Standalone adaptation plan,"As projeções climáticas apresentadas na Estratégia Municipal de Adaptação às Alterações Climáticas de Évora foram elaboradas com base em dois modelos regionalizados para a Europa pelo projeto CORDEX4 a partir de dois modelos globais:•Modelo 1: SMHI-RCA4 (regional), a partir do MOHC-HadGEM2 (global);•Modelo 2: KNMI-RACMO22E (regional), a partir do ICHEC-EC-EARTH (global).A elaboração de projeções climáticas pressupõe a utilização de cenários de emissões de GEE como dados de entrada (inputs) nos modelos climáticos, designados por Representative Concentration Pathways (RCPs) (IPCC, 2013). Estes cenários representam possíveis evoluções socioeconómicas e respetivas emissões de GEE.A partir de uma concentração atual de CO2 que ronda as 400 ppm (partes por milhão) dois RCPs foram utilizados nesta estratégia:•RCP4.5 - uma trajetória de aumento da concentração de CO2 atmosférico até 520 ppm em 2070, aumentando de forma mais lenta até ao final do século;•RCP8.5 - uma trajetória de crescimento semelhante ao RCP4.5 até meio do século, seguida de um aumento rápido e acentuado, atingindo uma concentração de CO2 de 950 ppm no final do século.Os dados simulados a partir dos modelos climáticos são geralmente representados recorrendo a grelhas com uma resolução espacial associada à capacidade de cada modelo em representar adequadamente os variados fenómenos atmosféricos e as massas terrestres e oceânicas.No caso dos modelos utilizados nesta estratégia esta representação foi de aproximadamente 11km (0.11°). Foi selecionado um ponto da grelha dentro do município de Évora para o qual foram obtidos os valores diários das seguintes variáveis climáticas:•Temperatura (máxima, média e mínima);•Precipitação (acumulada);•Velocidade do vento (máxima).De forma a apoiar o desenvolvimento da EMAAC de Évora, as projeções destas três variáveis foram analisadas, até ao final do século, para os seus valores médios anuais e anomalias (potenciais alterações), relativamente ao clima atual.De forma a identificar as potenciais alterações (anomalias) projetadas entre o clima atual e futuro, todos os cálculos foram simulados para três períodos de trinta anos (normais climáticas):•1976-2005 (clima atual);•2041-2070 (médio-prazo);•2071-2100 (longo-prazo).",2017,2100,Estratégia Municipal de Adaptação às Alterações Climáticas - https://www.cm-evora.pt/wp-content/uploads/2020/06/EMAAC_Evora_2017.pdf,NULL,1,The Municipality of Évora possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Évora's Standalone adaptation plan,Explore Municipality of Évora's Climate Action Plan
2025003,en,Province of Granada,1,Standalone adaptation plan,"El Plan Provincial de Adaptación al Cambio Climático de Granada (PPACCGr) se basa en escenarios climáticos para identificar amenazas específicas y orientar las acciones de adaptación. En concreto, se han utilizado escenarios climáticos proyectados bajo el marco del peor caso de emisiones (RCP 8.5), procesados mediante herramientas como las de la plataforma AdapteCCa. Estos escenarios evaluaron variables climáticas clave, como temperaturas máximas y mínimas, duración de olas de calor, precipitación máxima en 24 horas y periodos consecutivos sin lluvias, para proyectar tendencias hacia el año 2040.\n\nEste análisis permitió identificar amenazas como el aumento de temperaturas, reducción de precipitaciones, mayor duración de sequías y olas de calor, y mayor concentración de precipitaciones en forma de aguaceros torrenciales. Con base en estos resultados, se definieron vulnerabilidades específicas en áreas temáticas como agua, salud, turismo, infraestructuras y agricultura, priorizando medidas adaptativas relevantes según la exposición y sensibilidad de cada municipio o unidad territorial de gestión (UTG).",2019,NULL,Plan Provincial de Adaptación al Cambio Climático de Granada (PPACCGr) http://www.adaptagranada.es/,Green Transition Programme.pdf,1,The Province of Granada possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Province of Granada's Standalone adaptation plan,Explore Province of Granada's Climate Action Plan
2025001,en,Province of Las Palmas de Gran Canaria,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)","Para la elaboración de Plan se han tenido en cuenta los informes 5to y 6to del IPCC para definir los escenarios futuros a los que se enfrentará la isla de Gran Canaria. \nDe acuerdo con la clasificación del IPCC, Canarias tiene cuatro grandes focos de emisiones de GEI a la atmósfera: el procesado de la energía, los procesos industriales y uso de productos, la agricultura y, por último, el tratamiento y eliminación de residuos. Los cuales sirven para definir la estrategia que debe seguir Gran Canaria para su descarbonización.\n",2022,2030,https://www.energiagrancanaria.com/descargas/estrategia-de-adaptacion-al-cc-gran-canaria-20212709.pdf,Ilmastonmuutokseen_sopeutumisen_suunnitelma_2023-2030.pdf,1,"The Province of Las Palmas de Gran Canaria possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Province of Las Palmas de Gran Canaria's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Province of Las Palmas de Gran Canaria's Climate Action Plan
73104,en,Region of Päijät-Häme,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",The regional climate adaptation plan is a basis for this plan. The adaptation plan utilises regional climate projections from the Finnish Climate Change Panel.,2024,NULL,Green Transition Programme,NULL,1,"The Region of Päijät-Häme possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Region of Päijät-Häme's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Region of Päijät-Häme's Climate Action Plan
73104,en,Region of Päijät-Häme,2,Standalone adaptation plan,The adaptation plan utilises regional climate projections from the Finnish Climate Change Panel.,2023,NULL,Päijät-Häme Climate Change Adaptation Plan (in Finnish),NULL,2,The Region of Päijät-Häme possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Region of Päijät-Häme's Standalone adaptation plan,Explore Region of Päijät-Häme's Climate Action Plan
73193,en,State of Styria,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",NULL,2024,NULL,https://www.technik.steiermark.at/cms/dokumente/12449173_142705670/348be792/LAND24001-34-KESS-plus-Ansicht22_einzelseiten.pdf\n\nKlima- und Energiestrategie Steiermark 2030 plus,NULL,1,"The State of Styria possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on State of Styria's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore State of Styria's Climate Action Plan
73193,en,State of Styria,2,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",NULL,2022,2024,file:///C:/Users/leschka2/Downloads/2023-08-07_KESS%20Aktionsplan%202022-2024%20Web.pdf\n\nAktionsplan 2022-2024,NULL,2,"The State of Styria possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on State of Styria's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore State of Styria's Climate Action Plan
54510,en,Umeå Municipality,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,Year of formal approval of plan:,End year of plan:,NULL,Explore Umeå Municipality's Climate Action Plan
54510,en,Umeå Municipality,2,Integrated climate plan (addressing mitigation and adaptation),NULL,2020,2025,https://www.umea.se/download/18.acd98cd176832469382864/1611227504554/Avfallsplan_Ume%C3%A5regionen.pdf,Izmir-CCC-Action Plan.pdf,2,The Umeå Municipality possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Umeå Municipality's Integrated climate plan (addressing mitigation and adaptation),Explore Umeå Municipality's Climate Action Plan
54510,en,Umeå Municipality,3,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",NULL,2022,2025,https://www.umea.se/download/18.6c2cab7b185dc86832f1b02c/1674813785703/%C3%85tg%C3%A4rdsprogram%20slutversion%20antagen%202022-12-06.pdf,NULL,3,"The Umeå Municipality possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Umeå Municipality's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Umeå Municipality's Climate Action Plan
54510,en,Umeå Municipality,4,Integrated climate plan (addressing mitigation and adaptation),NULL,2018,2035,https://www.umea.se/download/18.250f9659174ae4b9794118a/1601372026948/Comprehensive%20Plan%20for%20Ume%C3%A5%20Municipality.pdf,NULL,4,The Umeå Municipality possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Umeå Municipality's Integrated climate plan (addressing mitigation and adaptation),Explore Umeå Municipality's Climate Action Plan
54510,en,Umeå Municipality,5,Integrated climate plan (addressing mitigation and adaptation),NULL,2015,2021,https://www.umea.se/download/18.463658d2177d4c931e07dd/1614693456592/Renare%20luft%20i%20Ume%C3%A5%20-%20%C3%85tg%C3%A4rdsprogram%202021.pdf,NULL,5,The Umeå Municipality possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Umeå Municipality's Integrated climate plan (addressing mitigation and adaptation),Explore Umeå Municipality's Climate Action Plan
74673,en,İzmir Metropolitan Municipality,1,Integrated climate plan (addressing mitigation and energy),NULL,2023,2030,https://netzerocities.app/resource-4184,NULL,1,The İzmir Metropolitan Municipality possesses an Integrated climate plan (addressing mitigation and energy) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on İzmir Metropolitan Municipality's Integrated climate plan (addressing mitigation and energy),Explore İzmir Metropolitan Municipality's Climate Action Plan
74673,en,İzmir Metropolitan Municipality,2,Integrated climate plan (addressing mitigation and adaptation),NULL,2020,2030,https://www.covenantofmayors.eu/about/covenant-community/signatories/action-plan.html?scity_id=18952,NULL,2,The İzmir Metropolitan Municipality possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on İzmir Metropolitan Municipality's Integrated climate plan (addressing mitigation and adaptation),Explore İzmir Metropolitan Municipality's Climate Action Plan
