Id,Signatory,Language,Order,Action_Id,Action,More_Details_Label,Hazards_Addressed_Label,Sectors_Label,Funding_Sources_Label,Funding_Sources,Co_Benefits_Label
50669,Municipality of Matosinhos,en,32,32,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Public-private partnerships,Co-benefits realized:
50669,Municipality of Matosinhos,en,33,33,Storm and wastewater management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,34,34,Water efficiency regulations or standards,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,35,35,Storm and wastewater management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,36,36,Upgrading existing water supply infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,37,37,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,38,38,Early warning and response systems,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,39,39,"Flood defence, such as flood levees and culverts",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,40,40,Flood mapping,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,41,41,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,42,42,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,43,43,Real time risk monitoring,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,44,44,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,45,45,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,46,46,Bushfire reduction and prescribed fire,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,47,47,Bushfire reduction and prescribed fire,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,48,48,Sustainable forest management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,49,49,Sustainable forest management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,50,50,Sustainable forest management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,51,51,Sustainable forest management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,52,52,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,53,53,Financial incentives (including taxes and subsidies),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,54,54,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,55,55,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,56,56,Air quality initiatives,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,57,57,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,58,58,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,59,59,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,60,60,Ecological corridors,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,61,61,Heat mapping and thermal imaging,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,62,62,"Cooling centres, pools, water parks/plazas",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,63,63,Adaptive management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
54498,Municipality of Murcia,en,9,9,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50669,Municipality of Matosinhos,en,64,64,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,65,65,Increase resilience of and/or diversify power/energy supply,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,66,66,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,67,67,Hazard resistant infrastructure design and construction,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,68,68,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,69,69,Insurance (including index-based weather insurance schemes),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
54498,Municipality of Murcia,en,2,2,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes",Co-benefits realized:
54498,Municipality of Murcia,en,3,3,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54498,Municipality of Murcia,en,4,4,Improved drainage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes",Co-benefits realized:
54498,Municipality of Murcia,en,5,5,Biodiversity monitoring,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54498,Municipality of Murcia,en,6,6,Social safety nets and social protection,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
54498,Municipality of Murcia,en,7,7,Biodiversity monitoring,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
54498,Municipality of Murcia,en,8,8,Cool pavement,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
54498,Municipality of Murcia,en,10,10,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,1,1,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826396,Municipality of Sintra,en,3,3,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31179,Municipality of Rotterdam,en,1,1,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Public-private partnerships",Co-benefits realized:
826396,Municipality of Sintra,en,4,4,Diversifying water supply (including new sources),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,5,5,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,6,6,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,7,7,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,8,8,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,9,9,Resilience and resistance measures for buildings,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,10,10,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,11,11,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,12,12,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,13,13,Municipal services (including water and sanitation),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826396,Municipality of Sintra,en,14,14,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
60127,Municipality of Thessaloniki,en,1,1,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
60127,Municipality of Thessaloniki,en,2,2,Disaster planning and preparedness,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
60127,Municipality of Thessaloniki,en,3,3,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
19233,Municipality of Torres Vedras,en,2,2,Flood mapping,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Regional funds and programmes,Co-benefits realized:
73054,Venetia Region,en,29,29,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
60127,Municipality of Thessaloniki,en,4,4,"Cooling centres, pools, water parks/plazas",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
19233,Municipality of Torres Vedras,en,1,1,Flood mapping,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Regional funds and programmes,Co-benefits realized:
19233,Municipality of Torres Vedras,en,3,3,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes",Co-benefits realized:
19233,Municipality of Torres Vedras,en,4,4,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
19233,Municipality of Torres Vedras,en,5,5,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Regional funds and programmes,Co-benefits realized:
19233,Municipality of Torres Vedras,en,6,6,Shading in public spaces,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Regional funds and programmes,Co-benefits realized:
19233,Municipality of Torres Vedras,en,7,7,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes",Co-benefits realized:
19233,Municipality of Torres Vedras,en,8,8,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
19233,Municipality of Torres Vedras,en,9,9,Municipal water efficiency retrofits,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,National funds and programmes,Co-benefits realized:
19233,Municipality of Torres Vedras,en,10,10,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Regional funds and programmes,Co-benefits realized:
826427,Municipality of Valongo,en,1,1,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
826427,Municipality of Valongo,en,4,4,Adaptive land-use management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826427,Municipality of Valongo,en,5,5,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
73054,Venetia Region,en,37,37,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
73054,Venetia Region,en,38,38,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
826427,Municipality of Valongo,en,6,6,Adaptive land-use management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826427,Municipality of Valongo,en,7,7,Resilience and resistance measures for buildings,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Public-private partnerships",Co-benefits realized:
826427,Municipality of Valongo,en,8,8,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
46470,Municipality of Vitoria-Gasteiz,en,1,1,Heat mapping and thermal imaging,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
46470,Municipality of Vitoria-Gasteiz,en,2,2,"Flood defence, such as flood levees and culverts",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes",Co-benefits realized:
46470,Municipality of Vitoria-Gasteiz,en,3,3,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
46470,Municipality of Vitoria-Gasteiz,en,5,5,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Public-private partnerships,Private partnerships (e.g., a combination of private investments)",Co-benefits realized:
73054,Venetia Region,en,5,5,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
73054,Venetia Region,en,6,6,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
46470,Municipality of Vitoria-Gasteiz,en,6,6,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
73054,Venetia Region,en,15,15,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
73054,Venetia Region,en,16,16,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
46470,Municipality of Vitoria-Gasteiz,en,7,7,Municipal services (including water and sanitation),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46470,Municipality of Vitoria-Gasteiz,en,8,8,Water saving technologies (including rainwater harvesting),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
73054,Venetia Region,en,43,43,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
50678,Municipality of Évora,en,1,1,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
73054,Venetia Region,en,22,22,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
50678,Municipality of Évora,en,3,3,Resilience and resistance measures for buildings,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
50678,Municipality of Évora,en,4,4,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
50678,Municipality of Évora,en,5,5,Water recycling/reclamation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
50678,Municipality of Évora,en,7,7,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
50678,Municipality of Évora,en,6,6,Upgrading existing water supply infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,1,1,Water recycling/reclamation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Other, please specify source(s),Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,2,2,Sea walls and coastal protection structures,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Other, please specify source(s),Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,3,3,Bushfire reduction and prescribed fire,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,4,4,Improved drainage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,5,5,Ecosystem-based management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,6,6,Community engagement/awareness campaigns on the climate and health benefits of sustainable healthy diets,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
73193,State of Styria,en,5,5,Public preparedness (including exercises/drills),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,7,7,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources,Private partnerships (e.g., a combination of private investments)",Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,8,8,Increase resilience of and/or diversify power/energy supply,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
54510,Umeå Municipality,en,3,3,Municipal services (including water and sanitation),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
54510,Umeå Municipality,en,4,4,Storm and wastewater management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
2025001,Province of Las Palmas de Gran Canaria,en,9,9,Increase resilience of and/or diversify power/energy supply,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Public-private partnerships,Jurisdiction's own resources,Private partnerships (e.g., a combination of private investments)",Co-benefits realized:
73104,Region of Päijät-Häme,en,1,1,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
866606,Utena District Municipality,en,1,1,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Other, please specify source(s),Jurisdiction's own resources",Co-benefits realized:
73054,Venetia Region,en,1,1,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
73054,Venetia Region,en,2,2,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
73054,Venetia Region,en,3,3,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
73054,Venetia Region,en,4,4,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,1,1,Upgrading existing water supply infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,2,2,Community engagement/awareness campaigns on the climate and health benefits of sustainable healthy diets,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,3,3,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,4,4,Water saving technologies (including rainwater harvesting),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,5,5,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,6,6,Adaptive land-use management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,7,7,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,8,8,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,9,9,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,10,10,Upgrading existing water supply infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,11,11,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,12,12,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,13,13,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,14,14,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,15,15,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,16,16,Storm and wastewater management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
74673,İzmir Metropolitan Municipality,en,17,17,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
